798,1716
672,31
659,1566
659,85
844,960
436,308
463,1459
643,6
754,1408
553,58
675,1067
731,18
457,1575
773,355
773,653
585,174
846,418
649,16
585,1115
586,887
716,1357
526,183
780,1703
512,11
765,1088
458,402
722,123
537,75
475,412
447,1015
494,9
537,39
465,790
437,32
831,801
691,94
650,1700
836,1301
766,1521
856,1408
835,352
798,29
659,457
812,1320
674,1535
814,1356
829,983
619,1467
755,176
471,18
717,457
458,894
852,1643
480,204
519,1123
611,228
787,1751
626,824
538,1435
823,307
839,885
823,898
494,1739
515,233
770,2
792,245
781,687
464,1404
526,1340
498,912
782,376
527,1692
773,533
731,540
781,1544
771,396
532,412
831,1481
448,885
505,291
855,551
798,1
452,1564
839,1738
500,1758
478,476
779,73
448,172
773,1427
779,1019
659,1495
437,660
447,1624
659,1255
776,202
469,38
602,1364
835,904
605,643
511,1682
675,1763
723,1234
673,1416
829,1747
845,5
463,479
855,1255
773,467
454,1592
771,486
820,133
505,1348
855,1592
819,18
814,468
835,1194
510,788
463,595
847,1758
765,1770
817,23
855,858
495,1593
670,254
611,1647
575,1140
683,963
683,1479
575,1459
519,1469
617,31
471,1701
797,1112
838,318
506,34
563,747
856,343
845,319
832,1540
495,1761
643,1717
681,1
463,404
787,858
779,423
831,422
786,1266
824,156
855,250
633,1435
649,1399
732,1763
617,1353
672,422
726,292
817,1531
824,1372
823,294
494,925
643,1495
829,1689
788,130
786,1345
468,1772
856,1771
733,370
797,1356
605,1079
447,284
738,1626
505,1587
666,1741
458,1374
566,27
855,820
436,948
526,7
436,343
723,426
723,1312
586,1737
454,763
515,655
447,248
419,1548
255,1747
361,823
11,63
130,1749
270,1367
408,1017
68,871
164,40
79,1406
176,182
190,637
84,1705
408,889
101,703
245,176
198,914
107,1064
362,1094
330,222
59,339
398,1290
281,1522
12,341
344,1358
101,1097
239,1435
207,1746
0,455
255,1679
409,973
252,417
208,287
35,138
44,39
35,1638
361,458
281,1007
394,533
256,705
70,67
128,1764
393,1068
282,280
0,457
402,1013
80,7
330,1769
420,33
318,1311
59,369
408,1539
419,799
83,348
182,877
44,916
419,1751
11,314
17,1437
191,1554
175,176
329,1636
337,11
354,1473
201,413
180,1599
33,878
330,1110
59,666
191,214
1,1098
11,1114
11,1549
350,922
77,363
25,1422
175,1341
76,1026
74,1233
138,253
400,1137
28,1233
59,1459
207,873
281,32
84,485
256,1071
164,1741
229,1340
18,350
0,920
199,1536
313,1485
286,123
17,1101
395,16
350,1381
85,1290
394,81
343,537
273,1759
59,1062
69,62
319,361
197,1707
387,35
44,314
361,87
198,1365
118,1038
75,1256
59,289
80,400
335,154
1,367
68,412
237,476
69,863
197,1681
335,1514
395,14
236,363
275,476
336,1682
231,1368
59,421
21,84
351,592
106,893
398,88
44,1462
358,697
59,222
83,421
125,348
33,1682
122,97
329,75
420,919
44,405
376,483
256,1544
286,1494
362,1768
128,1707
12,1770
101,361
251,1531
340,897
83,1580
281,894
207,1761
133,90
212,601
70,1
134,1494
419,846
330,853
43,1746
107,176
131,865
78,596
25,1530
340,1288
402,1458
388,484
59,423
273,17
343,1425
323,132
419,226
360,1752
29,1678
27,342
398,6
58,915
69,184
297,1655
24,747
41,527
18,1521
318,1681
80,429
345,13
388,1044
213,1318
330,255
190,1682
16,1551
272,247
340,343
19,1580
401,1744
101,1635
359,1752
26,1701
238,1366
361,1602
17,850
350,1341
83,1541
271,227
403,1289
376,1462
11,127
26,1687
256,234
70,1196
24,1744
128,314
76,362
166,912
337,1427
286,1653
388,976
11,1679
69,406
252,1305
149,880
324,1300
44,581
180,40
133,464
35,1587
90,405
223,547
58,861
20,16
181,257
37,1580
337,581
128,900
44,574
387,70
18,633
338,1538
245,1064
169,643
171,1478
10,1128
18,1680
81,364
395,1364
138,31
165,1686
207,987
42,1692
41,138
102,68
123,8
1,1259
182,1351
343,1019
224,1007
417,591
419,1342
0,859
44,29
128,12
0,1747
173,813
44,250
44,1398
25,1354
33,873
59,1548
90,459
41,361
413,1586
319,1285
33,1766
75,1353
318,423
107,1087
396,200
234,310
12,28
41,750
297,94
324,912
18,255
1,1526
131,83
376,202
58,187
319,518
25,1183
296,15
138,1593
197,1522
59,1540
44,1371
207,1704
395,1467
199,1128
59,1776
181,919
419,1399
0,368
1,1746
23,1317
293,1029
9,1530
291,345
247,1415
329,545
404,1100
286,1735
27,1745
58,889
319,1379
275,412
361,222
361,208
330,957
25,1197
106,464
377,1348
411,1364
80,924
58,917
83,196
11,1653
1,59
171,590
118,1622
340,1573
28,178
230,1741
81,636
335,1622
149,1567
394,1588
131,805
59,284
409,1480
199,871
70,213
224,1771
9,870
1,896
417,297
190,1436
409,319
29,433
281,571
314,1716
324,137
179,886
95,1531
362,1350
197,1528
236,31
181,1458
39,697
340,1740
401,189
313,1148
387,180
351,1438
362,409
147,1357
11,1588
336,982
59,176
245,129
354,912
75,1311
41,1249
318,1353
102,921
376,1736
401,1074
275,1300
335,1628
352,972
303,84
164,408
33,1717
196,1344
330,952
164,1369
336,794
224,208
182,1580
236,1481
252,1359
184,1635
138,1541
409,1528
129,1596
228,435
248,1586
33,12
313,1567
148,870
337,138
12,1707
36,1695
350,1323
26,355
44,605
197,1691
400,1354
361,599
124,250
32,1345
76,1527
337,235
101,1262
409,1194
77,1426
330,58
335,148
129,30
19,182
377,8
165,1679
344,363
125,1580
1,369
23,1347
412,196
17,657
329,84
397,1346
330,64
149,679
271,1549
17,179
347,1044
408,1380
146,412
102,1708
73,1439
213,377
245,453
355,354
138,1620
351,1485
17,3
102,1681
69,68
251,697
11,1207
117,92
351,145
123,92
196,571
393,708
33,1354
402,10
347,1563
173,528
59,420
387,1410
96,1478
329,919
281,636
24,1431
271,1567
17,1378
240,881
63,24
149,209
361,1087
92,25
400,1356
306,869
18,881
393,1372
381,476
207,155
402,1199
165,1370
12,1704
191,674
297,1710
271,599
43,1348
77,131
361,430
409,1076
12,1346
176,363
403,179
183,1692
81,879
23,1682
408,1125
27,367
27,769
39,1364
70,30
408,1346
79,1746
330,1712
354,755
18,1434
377,230
245,1571
292,1202
172,1758
76,1478
101,1516
359,912
10,1536
19,404
344,1199
251,245
408,225
69,1746
70,1288
395,904
117,544
58,435
411,1752
74,428
118,428
107,1621
351,1457
330,819
330,666
286,1011
324,1025
281,769
362,187
43,1682
164,1368
150,922
25,1689
111,81
59,903
244,254
130,1368
319,813
1,1566
75,408
344,1652
255,791
26,25
184,919
24,1353
184,1371
12,1430
361,1318
295,1370
408,1113
134,282
387,1512
362,1374
207,294
330,1311
256,1122
43,1436
361,199
91,1706
190,125
180,979
419,25
314,424
118,1230
196,1459
122,1679
91,155
12,819
400,1694
197,374
330,1494
180,91
11,2
70,1468
68,1364
401,1084
388,254
409,62
44,344
84,1682
335,1494
197,13
43,794
26,1365
393,1519
84,403
124,15
341,1543
86,1440
16,1112
175,1346
133,1352
36,1643
33,59
1,342
33,581
213,1299
199,905
69,1402
80,1090
319,1249
75,1368
43,773
33,1350
20,77
0,1711
329,544
387,874
18,1739
69,338
198,411
318,1738
76,1762
70,350
58,85
419,1382
12,430
32,1404
29,338
168,1757
44,1524
388,884
59,147
387,1647
70,705
376,1293
213,1538
0,29
387,1540
396,1349
351,182
392,1260
306,19
58,1749
70,41
18,342
245,794
3,360
18,86
125,1750
85,1776
345,1526
44,283
351,569
75,1656
187,346
286,4
319,527
376,1523
394,1421
70,1496
85,288
20,305
229,212
83,87
379,361
207,394
351,1437
408,430
33,426
281,252
417,1185
384,81
28,40
134,1735
79,1571
118,734
5,906
84,858
401,1751
19,1409
59,1593
18,203
395,304
394,1243
387,13
17,891
26,1415
0,32
396,1367
350,453
385,1752
387,14
33,94
351,427
180,429
17,1545
20,354
303,253
249,1363
385,1529
107,1679
197,367
3,76
400,82
304,1578
59,15
286,765
11,345
107,141
297,1348
43,1003
102,36
69,1768
165,90
69,405
118,773
239,1597
313,628
281,1744
420,1771
255,918
223,1594
76,312
191,434
97,1364
18,428
150,400
61,1357
362,128
59,95
394,1701
175,426
411,1759
233,1593
101,185
76,902
34,1752
90,429
302,1626
69,205
150,1288
73,337
419,377
90,13
330,900
212,1489
26,1751
213,59
172,642
85,37
59,983
255,1460
43,30
149,1768
394,1076
409,122
166,24
92,420
388,201
112,1585
18,974
83,307
58,27
44,656
130,1367
337,1237
319,733
3,297
90,1604
292,574
27,119
182,425
255,542
402,259
58,86
75,1346
77,701
208,404
32,1260
224,119
362,402
224,1512
39,245
419,342
396,409
33,1741
0,1372
282,1168
403,487
101,1399
393,861
102,33
404,676
340,1767
1,1748
25,1310
168,1359
138,1141
131,1251
197,521
207,1033
59,224
330,919
27,95
70,847
303,33
224,453
208,1749
0,820
387,2
131,23
11,284
384,807
419,1140
70,36
100,1364
270,39
330,423
77,353
398,1688
182,1765
33,422
184,525
139,116
7,191
59,1492
184,1251
270,479
28,1599
91,1573
83,1647
401,521
91,11
324,1639
11,188
391,772
274,24
289,1690
376,1371
123,1494
376,638
230,763
236,405
388,1089
134,154
11,1425
191,1490
190,289
101,188
117,253
400,413
131,1426
21,582
70,400
98,1536
79,518
44,1171
80,852
420,857
354,1021
212,861
338,239
340,36
270,927
319,747
330,830
58,1589
400,249
74,543
2,1636
376,1684
398,486
138,423
419,1495
69,247
59,1629
387,264
22,1428
20,1467
379,1415
213,1770
376,1382
255,548
229,99
106,431
181,770
295,30
59,1554
190,1377
314,36
395,1422
33,853
33,973
59,1346
33,14
175,1516
11,281
76,1250
28,61
17,427
75,798
256,1344
28,1066
271,199
32,1773
408,291
25,975
335,282
79,1686
69,704
19,1255
10,862
230,952
287,426
408,759
175,803
181,1349
408,3
12,1350
40,191
133,423
343,14
33,1482
80,36
351,400
351,1538
84,1411
43,1661
362,1625
0,407
175,150
196,432
8,196
335,1110
17,213
11,1550
96,24
26,1588
207,858
392,372
32,1522
106,1546
181,13
69,152
342,292
20,1644
223,599
84,1377
354,1752
85,1380
223,1588
24,1372
411,190
125,1236
270,1376
401,196
36,1358
33,511
212,1264
69,1262
7,1079
402,792
191,286
320,131
402,636
240,40
285,156
77,1075
117,1141
27,1744
116,1086
26,425
378,1356
184,405
90,1593
335,626
387,708
8,1580
362,29
22,1687
212,1400
28,1431
102,1400
76,874
403,1145
166,864
36,418
11,62
420,1426
358,1079
7,1585
20,1471
118,1348
336,33
189,1372
288,418
191,97
0,42
36,1306
131,350
165,549
273,1364
150,34
184,363

fold along x=428
fold along y=888
fold along y=444
fold along x=210
fold along y=218
fold along x=104
fold along y=107
fold along y=50
fold along x=51
fold along y=21
